number,value,datetime_start,datetime_complete,duration,params_batch_size,params_drop_out,params_layber_number,params_lr,params_unit,state
57,0.20795924663543702,2025-09-04 18:50:56.637384,2025-09-04 18:50:59.009468,0 days 00:00:02.372084,16,0.09651682213879856,2,0.00039891033688543674,112,COMPLETE
58,0.21380378901958466,2025-09-04 18:50:59.009551,2025-09-04 18:51:00.465977,0 days 00:00:01.456426,32,0.056602754774056886,1,0.0008418089570881964,128,COMPLETE
59,0.21357484459877013,2025-09-04 18:51:00.466056,2025-09-04 18:51:03.023661,0 days 00:00:02.557605,16,0.1268577154869617,2,4.0251877255815595e-05,128,COMPLETE
60,0.18183663487434387,2025-09-04 18:51:03.023743,2025-09-04 18:51:03.795126,0 days 00:00:00.771383,128,0.07926773559096906,1,0.0002466039822547224,112,COMPLETE
61,0.1816411942243576,2025-09-04 18:51:03.795219,2025-09-04 18:51:04.581214,0 days 00:00:00.785995,128,0.07304678518760199,1,0.00025782786776078545,112,COMPLETE
62,0.19745025038719177,2025-09-04 18:51:04.581327,2025-09-04 18:51:05.341035,0 days 00:00:00.759708,112,0.0395615980310054,1,0.0002372638305499945,96,COMPLETE
63,0.18484480082988738,2025-09-04 18:51:05.341116,2025-09-04 18:51:06.126498,0 days 00:00:00.785382,128,0.06564236658684204,1,0.0003507435525465582,112,COMPLETE
64,0.19549863934516906,2025-09-04 18:51:06.126580,2025-09-04 18:51:07.007918,0 days 00:00:00.881338,128,0.07520469713851816,2,9.972930166038285e-05,96,COMPLETE
65,0.21443482041358947,2025-09-04 18:51:07.008012,2025-09-04 18:51:08.124756,0 days 00:00:01.116744,128,0.08403442515739262,4,0.00015229991351351185,112,COMPLETE
66,0.2064569801092148,2025-09-04 18:51:08.124833,2025-09-04 18:51:08.942427,0 days 00:00:00.817594,128,0.10557354039338565,1,0.00026576166091562517,112,COMPLETE
67,0.1764799326658249,2025-09-04 18:51:08.942514,2025-09-04 18:51:09.811148,0 days 00:00:00.868634,112,0.06486131725837999,2,0.0005754533983814212,80,COMPLETE
68,0.17917723953723907,2025-09-04 18:51:09.811238,2025-09-04 18:51:10.758341,0 days 00:00:00.947103,112,0.043306655416443955,3,0.0006568027977992707,80,COMPLETE
69,0.7765139579772949,2025-09-04 18:51:10.758422,2025-09-04 18:51:11.700233,0 days 00:00:00.941811,112,0.04679407138271686,3,1.0262489681825458e-05,80,COMPLETE
70,0.21114856004714966,2025-09-04 18:51:11.700327,2025-09-04 18:51:12.621169,0 days 00:00:00.920842,112,0.019368619667389758,3,0.0015189458192526404,64,COMPLETE
71,0.20349786281585694,2025-09-04 18:51:12.621262,2025-09-04 18:51:13.365647,0 days 00:00:00.744385,112,0.04282985722031138,1,0.0005893685422948809,80,COMPLETE
72,0.1894315391778946,2025-09-04 18:51:13.365735,2025-09-04 18:51:14.508962,0 days 00:00:01.143227,128,0.014227673314002903,4,0.0007834211472973117,64,COMPLETE
73,0.19850218296051025,2025-09-04 18:51:14.509097,2025-09-04 18:51:15.400463,0 days 00:00:00.891366,96,0.05823086816685994,2,0.0012144090225058672,80,COMPLETE
74,0.21226953864097595,2025-09-04 18:51:15.400558,2025-09-04 18:51:16.114447,0 days 00:00:00.713889,112,0.06197736766565791,1,0.0009739851012601531,48,COMPLETE
75,0.18914245665073395,2025-09-04 18:51:16.114534,2025-09-04 18:51:16.856284,0 days 00:00:00.741750,128,0.0716946216710741,1,0.00037570272321611205,80,COMPLETE
76,0.19426102042198182,2025-09-04 18:51:16.856374,2025-09-04 18:51:17.623415,0 days 00:00:00.767041,128,0.0335413821347041,1,0.0006153369326537286,96,COMPLETE
77,0.1936115652322769,2025-09-04 18:51:17.623511,2025-09-04 18:51:18.444061,0 days 00:00:00.820550,96,0.08023296847997835,2,0.0005207235677311747,64,COMPLETE
78,0.1659184843301773,2025-09-04 18:51:18.444152,2025-09-04 18:51:19.198169,0 days 00:00:00.754017,112,0.11716581270605789,1,0.00031586936859112884,96,COMPLETE
79,0.18144382238388063,2025-09-04 18:51:19.198294,2025-09-04 18:51:20.045707,0 days 00:00:00.847413,112,0.11498945413065738,2,0.000324043773411376,80,COMPLETE
80,0.21706072688102723,2025-09-04 18:51:20.045792,2025-09-04 18:51:21.024539,0 days 00:00:00.978747,112,0.11807503510807162,3,0.000759227308370175,80,COMPLETE
81,0.20108281970024108,2025-09-04 18:51:21.024636,2025-09-04 18:51:21.865869,0 days 00:00:00.841233,112,0.13318085803101534,2,0.0004289256838893713,80,COMPLETE
82,0.16753624081611634,2025-09-04 18:51:21.865957,2025-09-04 18:51:22.622935,0 days 00:00:00.756978,96,0.12298095461552398,1,0.0003074271474755689,96,COMPLETE
83,0.18050683736801149,2025-09-04 18:51:22.623023,2025-09-04 18:51:23.365646,0 days 00:00:00.742623,96,0.16582449378145642,1,0.0005292030343385235,80,COMPLETE
84,0.19004424661397934,2025-09-04 18:51:23.365739,2025-09-04 18:51:24.124096,0 days 00:00:00.758357,96,0.17061650559249494,1,0.0011132988382868104,96,COMPLETE
85,0.17995277643203736,2025-09-04 18:51:24.124176,2025-09-04 18:51:24.942999,0 days 00:00:00.818823,96,0.14731780367998026,1,0.0005418830923370236,64,COMPLETE
86,0.2019906908273697,2025-09-04 18:51:24.943102,2025-09-04 18:51:25.674553,0 days 00:00:00.731451,80,0.14359350251095168,1,0.002536387785952161,64,COMPLETE
87,0.2264026552438736,2025-09-04 18:51:25.674639,2025-09-04 18:51:26.292187,0 days 00:00:00.617548,96,0.15616759254169596,1,0.006821146444029239,32,COMPLETE
88,0.20814489126205443,2025-09-04 18:51:26.292271,2025-09-04 18:51:27.096629,0 days 00:00:00.804358,112,0.1331283872804311,2,0.0008845864143082564,48,COMPLETE
89,0.1871830403804779,2025-09-04 18:51:27.096712,2025-09-04 18:51:27.827968,0 days 00:00:00.731256,80,0.14641413994741187,1,0.0006943327639649101,64,COMPLETE
90,0.1940075010061264,2025-09-04 18:51:27.828058,2025-09-04 18:51:28.556832,0 days 00:00:00.728774,96,0.12390213866853211,1,0.00042698079750464325,64,COMPLETE
91,0.1880156874656677,2025-09-04 18:51:28.556924,2025-09-04 18:51:29.306282,0 days 00:00:00.749358,96,0.1929704166939789,1,0.0005609365786533501,80,COMPLETE
92,0.1899489015340805,2025-09-04 18:51:29.306372,2025-09-04 18:51:30.055561,0 days 00:00:00.749189,96,0.18046717873907503,1,0.00031350481270037514,80,COMPLETE
93,0.19254252016544343,2025-09-04 18:51:30.055653,2025-09-04 18:51:30.816734,0 days 00:00:00.761081,96,0.16352617699520083,1,0.0004989426386404152,96,COMPLETE
94,0.18334378600120543,2025-09-04 18:51:30.816828,2025-09-04 18:51:31.543849,0 days 00:00:00.727021,112,0.1501413033222992,1,0.0003662712561041857,64,COMPLETE
95,0.17515682578086852,2025-09-04 18:51:31.543941,2025-09-04 18:51:32.384874,0 days 00:00:00.840933,48,0.13666606442644705,2,0.0005967260128570277,80,COMPLETE
96,0.1975369542837143,2025-09-04 18:51:32.384970,2025-09-04 18:51:33.258366,0 days 00:00:00.873396,48,0.13383221413199237,2,0.0006799036716489821,96,COMPLETE
97,0.1954012006521225,2025-09-04 18:51:33.258448,2025-09-04 18:51:34.108255,0 days 00:00:00.849807,64,0.12244692543012352,2,0.0010843754762905207,80,COMPLETE
98,0.20326407253742218,2025-09-04 18:51:34.108334,2025-09-04 18:51:35.179228,0 days 00:00:01.070894,48,0.11211772981345836,3,0.001360357145636583,128,COMPLETE
99,0.19283844530582428,2025-09-04 18:51:35.179319,2025-09-04 18:51:36.827485,0 days 00:00:01.648166,32,0.1032788667824078,2,0.0004631293189753278,96,COMPLETE
