number,value,datetime_start,datetime_complete,duration,params_batch_size,params_drop_out,params_layber_number,params_lr,params_unit,state
0,0.5072964131832123,2025-09-18 00:58:40.574847,2025-09-18 00:58:41.117828,0 days 00:00:00.542981,64,0.10898268683922359,1,0.00043628123748669037,80,COMPLETE
1,0.7674478888511658,2025-09-18 00:58:41.117894,2025-09-18 00:58:41.150252,0 days 00:00:00.032358,96,0.021412495760490913,3,1.859858808805076e-05,16,COMPLETE
