fold,epoch,train_loss,val_loss,val_mae,val_r2
1,1,0.691510102965615,0.6631803512573242,0.6631803512573242,0.10959655046463013
1,2,0.622667290947654,0.5692623853683472,0.5692624449729919,0.2809654474258423
1,3,0.5143207216804678,0.5086284279823303,0.5086284279823303,0.3766588568687439
2,1,0.7096279209310358,0.6904928684234619,0.6904927492141724,0.07974070310592651
2,2,0.6590234014120969,0.6250511407852173,0.6250511407852173,0.1861279010772705
2,3,0.5948619083924727,0.5376335978507996,0.5376335978507996,0.3060387969017029
