number,value,datetime_start,datetime_complete,duration,params_batch_size,params_drop_out,params_layber_number,params_lr,params_unit,state
60,0.18165141046047212,2025-09-04 18:59:29.112259,2025-09-04 18:59:32.700398,0 days 00:00:03.588139,16,0.11951072934820159,2,0.0002593937448520084,128,COMPLETE
61,0.18276140391826629,2025-09-04 18:59:32.700570,2025-09-04 18:59:36.190384,0 days 00:00:03.489814,16,0.12020419891895955,2,0.0004113195462755827,128,COMPLETE
62,0.20543595850467683,2025-09-04 18:59:36.190459,2025-09-04 19:00:58.018034,0 days 00:01:21.827575,16,0.12159914926952226,2,0.0002492161737465907,128,COMPLETE
63,0.18683800399303435,2025-09-04 19:00:58.018113,2025-09-04 19:01:00.857805,0 days 00:00:02.839692,16,0.09995722474054104,3,0.0006541872568306751,128,COMPLETE
64,0.18797788619995118,2025-09-04 19:01:00.857912,2025-09-04 19:01:05.427465,0 days 00:00:04.569553,16,0.0884874942852485,2,0.00044990004244018894,128,COMPLETE
65,0.19180434942245483,2025-09-04 19:01:05.427586,2025-09-04 19:01:07.669901,0 days 00:00:02.242315,32,0.07149366253857603,1,0.0003066287594886332,128,COMPLETE
66,0.19017215967178344,2025-09-04 19:01:07.670005,2025-09-04 19:01:11.801846,0 days 00:00:04.131841,16,0.11117983859109706,3,0.0003648791491001615,128,COMPLETE
67,0.20812157690525054,2025-09-04 19:01:11.801965,2025-09-04 19:01:14.321499,0 days 00:00:02.519534,32,0.129111041744162,2,0.0005341082190354455,112,COMPLETE
68,0.17558579444885253,2025-09-04 19:01:14.321611,2025-09-04 19:01:16.789948,0 days 00:00:02.468337,32,0.11569360329888664,1,0.00024313495824717396,128,COMPLETE
69,0.20582322478294374,2025-09-04 19:01:16.790066,2025-09-04 19:01:18.129817,0 days 00:00:01.339751,48,0.14265712004810785,1,0.00023088612202957392,128,COMPLETE
70,0.1790616422891617,2025-09-04 19:01:18.129939,2025-09-04 19:18:47.283844,0 days 00:17:29.153905,16,0.11635912682215,1,0.0001238234422616776,128,COMPLETE
71,0.18262265920639037,2025-09-04 19:18:47.283961,2025-09-04 19:34:09.686920,0 days 00:15:22.402959,16,0.101184059984359,1,0.00011804441644156318,128,COMPLETE
72,0.18361694514751434,2025-09-04 19:34:09.687117,2025-09-04 19:34:12.718222,0 days 00:00:03.031105,16,0.09976377046882651,1,0.00013207062383419112,128,COMPLETE
73,0.18417146503925325,2025-09-04 19:34:12.718317,2025-09-04 19:34:16.271859,0 days 00:00:03.553542,16,0.11481881562997823,1,6.237056099500169e-05,128,COMPLETE
74,0.21176662147045136,2025-09-04 19:34:16.272002,2025-09-04 19:34:19.705432,0 days 00:00:03.433430,16,0.07322715365225455,1,0.00011126542784651219,112,COMPLETE
75,0.19920776784420013,2025-09-04 19:34:19.705554,2025-09-04 19:34:21.936390,0 days 00:00:02.230836,32,0.08547684749018618,1,0.00017877228310051574,128,COMPLETE
76,0.21016503870487213,2025-09-04 19:34:21.936515,2025-09-04 19:34:24.347556,0 days 00:00:02.411041,16,0.1040801435002174,1,8.185159219099416e-05,32,COMPLETE
77,0.2030956894159317,2025-09-04 19:34:24.347669,2025-09-04 19:34:26.278809,0 days 00:00:01.931140,32,0.09284251992183645,1,0.0002622848003510176,64,COMPLETE
78,0.17819373905658722,2025-09-04 19:34:26.278937,2025-09-04 19:34:30.237498,0 days 00:00:03.958561,16,0.13139415188211173,1,3.433202256751859e-05,128,COMPLETE
79,0.2365841507911682,2025-09-04 19:34:30.237633,2025-09-04 19:34:31.702582,0 days 00:00:01.464949,96,0.13177660139432648,2,5.547189100914918e-05,112,COMPLETE
80,0.2545566290616989,2025-09-04 19:34:31.702710,2025-09-04 19:34:35.655138,0 days 00:00:03.952428,16,0.15171359215427926,1,1.7003520089073923e-05,128,COMPLETE
81,0.2013011783361435,2025-09-04 19:34:35.655302,2025-09-04 19:34:40.588381,0 days 00:00:04.933079,16,0.11397694162698377,1,3.260672824253733e-05,128,COMPLETE
82,0.1822374016046524,2025-09-04 19:34:40.588523,2025-09-04 19:34:44.804663,0 days 00:00:04.216140,16,0.12483211629892908,1,0.00018649263607039432,128,COMPLETE
83,0.1870543122291565,2025-09-04 19:34:44.804804,2025-09-04 19:34:47.258783,0 days 00:00:02.453979,32,0.12542573416074101,1,0.00019763583723021944,128,COMPLETE
84,0.27290483713150027,2025-09-04 19:34:47.258897,2025-09-04 19:34:50.774642,0 days 00:00:03.515745,16,0.14066735247379672,2,2.4026908688040066e-05,112,COMPLETE
85,0.1860833615064621,2025-09-04 19:34:50.774756,2025-09-04 19:51:25.278214,0 days 00:16:34.503458,32,0.14682124448572081,1,0.00014587027786657338,128,COMPLETE
86,0.1693291962146759,2025-09-04 19:51:25.278319,2025-09-04 19:51:28.365780,0 days 00:00:03.087461,16,0.1607686775603173,2,0.00033181540455588186,128,COMPLETE
87,0.20255057215690614,2025-09-04 19:51:28.365880,2025-09-04 19:51:32.099329,0 days 00:00:03.733449,16,0.15478238015132087,2,0.0003166917159137901,128,COMPLETE
88,0.1754520684480667,2025-09-04 19:51:32.099511,2025-09-04 19:51:35.973311,0 days 00:00:03.873800,16,0.16332044429659404,2,0.0002385872888035698,112,COMPLETE
89,0.23345534801483153,2025-09-04 19:51:35.973424,2025-09-04 19:51:37.447829,0 days 00:00:01.474405,48,0.19894010346947774,3,9.290650460833615e-05,112,COMPLETE
90,0.17468639016151427,2025-09-04 19:51:37.447930,2025-09-04 19:51:40.031267,0 days 00:00:02.583337,32,0.17250639232513967,2,0.0003286408204161178,112,COMPLETE
91,0.1757010042667389,2025-09-04 19:51:40.031384,2025-09-04 19:51:42.559985,0 days 00:00:02.528601,32,0.17108390455738148,2,0.0003581917118855231,112,COMPLETE
92,0.17923758625984193,2025-09-04 19:51:42.560109,2025-09-04 19:51:43.899286,0 days 00:00:01.339177,64,0.1715782978586288,2,0.00033307012972016656,112,COMPLETE
93,0.1846214324235916,2025-09-04 19:51:43.899399,2025-09-04 19:51:46.441229,0 days 00:00:02.541830,32,0.16311202335334693,2,0.00022375168705453827,112,COMPLETE
94,0.18434305489063263,2025-09-04 19:51:46.441348,2025-09-04 19:51:47.730174,0 days 00:00:01.288826,48,0.1916366898402927,2,0.0007577278431778964,96,COMPLETE
95,0.19760122299194335,2025-09-04 19:51:47.730295,2025-09-04 19:51:50.169050,0 days 00:00:02.438755,32,0.18121460098010775,2,0.00037360979849558135,112,COMPLETE
96,0.6954545497894287,2025-09-04 19:51:50.169160,2025-09-04 19:51:52.886872,0 days 00:00:02.717712,32,0.1733984269045504,3,1.0564434452025674e-05,112,COMPLETE
97,0.16882079243659973,2025-09-04 19:51:52.886986,2025-09-04 19:51:54.235247,0 days 00:00:01.348261,48,0.16241461559783194,2,0.00044375033503523894,112,COMPLETE
98,0.1738184481859207,2025-09-04 19:51:54.235364,2025-09-04 19:51:55.524905,0 days 00:00:01.289541,48,0.16128687700908917,2,0.0004223521576953226,96,COMPLETE
99,0.18772557228803635,2025-09-04 19:51:55.525018,2025-09-04 19:51:56.907375,0 days 00:00:01.382357,64,0.16039143031695952,2,0.0004155364787237339,112,COMPLETE
