BPA,HBPA,Epoxy,Ph,CYH,DPh,DCYH,Amine,Isobutyl,Isooctyl,PCL,PSD
0.9744591726540517,-0.5750350749955891,-1.015142689678291,1.6169251661655433,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,-0.056957396510995774,-1.1027504190073798,1.2474473560329233
0.692661498485404,-0.5750350749955891,-1.015142689678291,1.3865571729159587,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,1.420856134585111,-1.1027504190073798,2.1047310973375777
0.5799424288179482,-0.5750350749955891,-1.015142689678291,1.2944099756161265,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,2.011981547023554,0.10022524358510738,0.9024129752552296
1.0026389400709144,-0.5750350749955891,-1.015142689678291,1.6399619654905029,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,-0.2047387496206065,1.3032748694511405,-0.7764715599621093
0.6081221962348109,-0.5750350749955891,-1.015142689678291,1.3174467749410863,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,1.8642001939139432,1.3032748694511405,-0.7407514040744153
0.5517626614010853,-0.5750350749955891,-1.015142689678291,1.2713731762911697,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.7418149432915009,2.1597629001331646,1.3032748694511405,-0.7630765015042241
1.030818707487782,-0.5750350749955891,-1.015142689678291,1.6629987648154594,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.2557109531482648,-0.7958641620590493,-1.1027504190073798,-0.2337112329477424
0.8617401029865956,-0.5750350749955891,-1.015142689678291,1.5247779688657106,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,0.7164970271382075,-0.7958641620590493,-1.1027504190073798,0.45632032011192775
0.692661498485404,-0.5750350749955891,-1.015142689678291,1.3865571729159587,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,1.6887050074246797,-0.7958641620590493,-1.1027504190073798,0.4379393232280526
0.6644817310685414,-0.5750350749955891,-1.015142689678291,1.3635203735910022,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,1.8507396708057586,-0.7958641620590493,-1.1027504190073798,0.5622901159120872
1.0589984749046446,-0.5750350749955891,-1.015142689678291,1.686035564140419,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.4177456165293435,-0.7958641620590493,0.10022524358510738,-1.029080037380395
1.030818707487782,-0.5750350749955891,-1.015142689678291,1.6629987648154594,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,-0.2557109531482648,-0.7958641620590493,0.10022524358510738,-1.026847527637414
0.5799424288179482,-0.5750350749955891,-1.015142689678291,1.2944099756161265,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,2.3368436609489946,-0.7958641620590493,0.10022524358510738,-1.011554835897995
0.6081221962348109,-0.5750350749955891,-1.015142689678291,1.3174467749410863,-0.571430434466287,-0.5739165553327835,-0.5734528624102858,1.1141155712704733,2.174808997567916,-0.7958641620590493,1.3032748694511405,-1.0156849789225098
0.9586313377174749,-0.5750350749955891,-1.015142689678291,-0.5715707697054956,1.6075434997171947,-0.5739165553327835,-0.5734528624102858,0.876317997136538,-0.7418149432915009,-0.056957396510995774,-1.1027504190073798,0.031771383988397926
0.6784997514368891,-0.5750350749955891,-1.015142689678291,-0.5715707697054956,1.378177822434722,-0.5739165553327835,-0.5734528624102858,0.876317997136538,-0.7418149432915009,1.420856134585111,-1.1027504190073798,1.283651222364915
0.5664471169246549,-0.5750350749955891,-1.015142689678291,-0.5715707697054956,1.2864315515217326,-0.5739165553327835,-0.5734528624102858,0.876317997136538,-0.7418149432915009,2.011981547023554,0.10022524358510738,1.3070925746662143
0.594460275552716,-0.5750350749955891,-1.015142689678291,-0.5715707697054956,1.309368119249979,-0.5739165553327835,-0.5734528624102858,0.876317997136538,-0.7418149432915009,1.8642001939139432,1.3032748694511405,0.3525086170633172
0.5384339582965987,-0.5750350749955891,-1.015142689678291,-0.5715707697054956,1.263494983793486,-0.5739165553327835,-0.5734528624102858,0.876317997136538,-0.7418149432915009,2.1597629001331646,1.3032748694511405,0.433176635776352
