number,value,datetime_start,datetime_complete,duration,params_batch_size,params_drop_out,params_layber_number,params_lr,params_unit,state
0,0.4594663232564926,2025-09-18 00:59:32.724554,2025-09-18 00:59:33.058925,0 days 00:00:00.334371,80,0.25667816131601345,1,0.0031237431442696834,48,COMPLETE
1,0.415914386510849,2025-09-18 00:59:33.058993,2025-09-18 00:59:33.143961,0 days 00:00:00.084968,32,0.19683181057585405,2,0.0042560438499872864,96,COMPLETE
