number,value,datetime_start,datetime_complete,duration,params_batch_size,params_drop_out,params_layber_number,params_lr,params_unit,state
86,0.1938927710056305,2025-09-12 11:31:08.133236,2025-09-12 11:31:09.050580,0 days 00:00:00.917344,80,0.25238970555897644,2,0.0002037026605286397,128,COMPLETE
87,0.193946236371994,2025-09-12 11:31:09.050653,2025-09-12 11:31:10.089166,0 days 00:00:01.038513,64,0.2769957044774965,3,0.000290495719285454,128,COMPLETE
88,0.18283807635307311,2025-09-12 11:31:10.089259,2025-09-12 11:31:11.002349,0 days 00:00:00.913090,80,0.26122562679728756,2,0.00024522027904769504,128,COMPLETE
89,0.1878036826848984,2025-09-12 11:31:11.002442,2025-09-12 11:31:11.789463,0 days 00:00:00.787021,96,0.21819079490749443,1,0.00011744116761211924,128,COMPLETE
90,0.18037051260471343,2025-09-12 11:31:11.789547,2025-09-12 11:31:12.707190,0 days 00:00:00.917643,48,0.2329037734305238,2,0.0006311294610178411,128,COMPLETE
91,0.1777264416217804,2025-09-12 11:31:12.707286,2025-09-12 11:31:13.628298,0 days 00:00:00.921012,64,0.26896587719867887,2,0.00016457019338912736,128,COMPLETE
92,0.17752123773097991,2025-09-12 11:31:13.628383,2025-09-12 11:31:14.558361,0 days 00:00:00.929978,64,0.29129123400246404,2,0.00021695278418171614,128,COMPLETE
93,0.1974226117134094,2025-09-12 11:31:14.558442,2025-09-12 11:31:15.598947,0 days 00:00:01.040505,64,0.2694258184884583,3,0.0003226124381888991,128,COMPLETE
94,0.22804944813251496,2025-09-12 11:31:15.599032,2025-09-12 11:31:16.335182,0 days 00:00:00.736150,80,0.23910018571860564,1,7.911020835943556e-05,64,COMPLETE
95,0.1803150624036789,2025-09-12 11:31:16.335266,2025-09-12 11:31:17.249652,0 days 00:00:00.914386,64,0.2099598360382169,2,0.0001660062547976606,128,COMPLETE
96,0.19271220266819,2025-09-12 11:31:17.249735,2025-09-12 11:31:18.146061,0 days 00:00:00.896326,48,0.1954741558915481,2,0.0004774283103647965,112,COMPLETE
97,0.19763978719711303,2025-09-12 11:31:18.146152,2025-09-12 11:31:18.937819,0 days 00:00:00.791667,96,0.24904850301791653,1,0.00012482694131791636,128,COMPLETE
98,0.2676881343126297,2025-09-12 11:31:18.937910,2025-09-12 11:31:19.935199,0 days 00:00:00.997289,64,0.274849377927226,3,8.91689940310175e-05,112,COMPLETE
99,0.2342219203710556,2025-09-12 11:31:19.935284,2025-09-12 11:31:21.220519,0 days 00:00:01.285235,80,0.2636300438375402,5,0.0010018274635707053,128,COMPLETE
